,sentence,label
10607,feel quite frustrated,anger
10608,feel sorry times misjudged well,sadness
10609,straight away started feel blood boil anger coming nerve getting agitated,anger
10610,feeling sociable,joy
10611,left property feeling insulted found minutes later main street unsuspecting victim unknown enemy next attack,anger
10612,im feeling determined push hiccups reach ultimate goal within healthy weight range kg height,joy
10613,feeling good pretty much everyday,joy
10614,feel cold wind,anger
10615,feel sincere feelings know care much enough time around dont know,joy
10616,also meaning trusting oneself trusting takes know thoroughly completely without feeling hopeless without turning see,sadness
10617,feel real mellow,joy
10618,could look solutions instead feeling helpless actually made big difference,fear
10619,went bowling david people didnt really feel like sociable called texted lisa night also texting chris time shes known life,joy
10620,also feel like accepted open arms hearts minds thanks facilitating welcoming supportive community marie,love
10621,would suggest people might feel ease caring giving societies,love
10622,im feeling gloomy weekend,sadness
10623,insist insist mother feel like pretty rotten one,sadness
10624,feel distraught devastated,fear
10625,feeling kind rebellious post little,anger
10626,feeling strong indulging strength body feeling good looks,joy
10627,im feeling rebellious sake rebellious,anger
10628,focus writing feel bit tightness popular alternative pain around area,joy
10629,need things feel important children know,joy
10630,guess wife really know sure feel least little bit less selfish since married,anger
10631,feel kind sorry,sadness
10632,feel cool breeze coming soon,joy
10633,blogging short time fact today marks three month blogoversary feel accepted community,joy
10634,get sick feeling like one get hear someone passed away youre shocked lightheaded realize hes really gone forever,surprise
10635,feel vulnerable im alone feel incapable defending also could go labour point,fear
10636,im feeling rather mellow id like point things dont understand,joy
10637,feeling quite blessed enjoying time,love
10638,clumps everybody together weird way feel liked respected unloved anybody,love
10639,im excited want proud homeschooled feel ashamed,sadness
10640,love everything looks bright even feel dull,sadness
10641,feel drained feel energized,sadness
10642,feel like unsuccessful fail reaching goal freelance writing career,sadness
10643,stopped feeling mad machine stole money chose instead feel grateful clothes wash first place,anger
10644,didnt want stay feeling loneliness emptiness prayers blank requests paper deity,sadness
10645,understand feeling devastated sympathize,sadness
10646,feel people usually prefer truthful would rather make many different things tell lies,joy
10647,get intrusive thoughts mostly violent ones sometimes sexual sexual ones make feel really agitated pleasant whereas violent ones tend bother,fear
10648,hope youre feeling fond,love
10649,hope enjoy feel offended,anger
10650,noticed several months ago start feeling resentful walked toward pedestrian crossing intention course crossing road,anger
10651,hate feeling im something get scared almost turn around walk away,fear
10652,feel special pass dont use hopefully offset expense forays,joy
10653,cant help feel distraught,fear
10654,feeling terrible,sadness
10655,feel pained situation circumstance become frustrated something control completely unacceptable instead looking like crazy person running around cursing screaming throw tantrum mind,sadness
10656,omitted link article feel readers blog may offended questionable adult content nyps webpage,anger
10657,need crutches feel like cant help resigned position miserable long ago taking baby steps realize dont,sadness
10658,im actually feeling hopeful,joy
10659,feel like something well helped tough spots,joy
10660,know anyone else times feeling low stressed need see something pretty,sadness
10661,feel strange disconnect,fear
10662,feel many petty people judged simply may one,anger
10663,im feeling tragic like im marlon brando,sadness
10664,hunger anything feel ferocious like tiger,anger
10665,im putting books stack wondering ill stop feeling sad passing ray bradbury,sadness
10666,feel increasingly energetic comfortable inside,joy
10667,feel like punished,sadness
10668,mean enjoy feeling pretty make,joy
10669,strong feel scared lonely lost confused,fear
10670,feel genuinely stressed work,sadness
10671,im excited see goes least feel like im something rather sitting around feeling unhappy things,sadness
10672,never feel accepted,joy
10673,important going fun ipad strategy games original boots ugg wear ugg boots winter low cost ugg boots uggs need get washed inside also lightweight feel burdened speed finances payday loans payday loans monthly solution,sadness
10674,feel im largely unimportant person really mean lot people even consider coming,sadness
10675,want give feeling valued,joy
10676,look back feel satisfied saved cultures terrible fate time spent job vain results efforts benefit students decades come,joy
10677,narrowed top items feel must make next year babys life pleasant,joy
10678,im locked world feel glad,joy
10679,feel soo disturbed,sadness
10680,still numb question everything feel terrified trust feelings,fear
10681,think answer problems found bottom bottle cheap alcohol logically know nothing waits except headache come following morning dull ache temple like feeling repressed tears,sadness
10682,feel absolutely lovely cup hot green tea next keyboard,love
10683,feel useful,joy
10684,feel spectator assumption amused wistful ease pain,joy
10685,feel reach deeper stages sleep say vital good sleep proper functioning following day,joy
10686,feel pretty content hour ago,joy
10687,thankful attending therapy really forward fact probably feeling isolated misunderstood lonely,sadness
10688,already went way considerate possible others feel like abused,sadness
10689,feel matter resolved,joy
10690,rely certain add ons available midori feel inadequate,sadness
10691,found place looking one long time,joy
10692,wish could live year round probably would lose getaway feel find precious,joy
10693,feel like rebellious year old stands doorway flicking lights depths spirit,anger
10694,feel rich people never understand cruelty money,joy
10695,said previous posts always feel elegant wearing azul creation,joy
10696,feel blessed lucky gone many places seen many things,joy
10697,feel things perfect,joy
10698,find look things way deal situation better feel agitated,fear
10699,havent cried last day two instead feel positively convinced god plan purpose,joy
10700,feel humiliated forced make decisions want make simply please parents,sadness
10701,im feeling playful google doodle pac man game,joy
10702,feel bad,sadness
10703,feeling like except little weepy,sadness
10704,already imagine feel excited im shoe,joy
10705,would certainly feel im suppose feeling brave,joy
10706,walk another street stop feeling helpless hopeless,fear
10707,feeling conflicted disheartened choice get new job even though know god right,sadness
10708,generally post site im feeling completely overwhelmed need space vent perils law school however lately ive laughing way law library like kind deranged film villian oh far easy,fear
10709,imagine man like kicked nuts repeatedly bad feels feel like want curl die devastated schalm said bout,sadness
10710,feel lousy much study,sadness
10711,love even feeling discouraged,sadness
10712,im wondering feel submissive sometimes others im feeling,sadness
10713,feel rebellious today leave warning radical,anger
10714,learnt accepted medical school,joy
10715,feel really wimpy saying,fear
10716,im arms feel safe,joy
10717,feel thankful ive experienced company embarked,joy
10718,began feel distressed feeling sadness desire kill,fear
10719,feel people reason duty awaken sincere mislead people educate fact god gave us reason ancient ignorant men gave us revealed religions,joy
10720,going stop feeling sorry,sadness
10721,feel pretty crappy complaining woes pregnancy,sadness
10722,feeling positive impact new meditative tools pam giving well strongly clearly,joy
10723,help feel personally insulted oscar denounced idea grotesque unrealistic,anger
10724,already feeling much lousy seriously need anyone give comments,sadness
10725,also feel pressure successful passion cal,joy
10726,asked feeling hesitant,fear
10727,remember laying bath feeling really emotional knowing going bring baby world day miss cook laid rest,sadness
10728,ive written blog post feeling even energetic,joy
10729,sit sipping pear blueberry smoothie im feeling pretty smug,joy
10730,crossed safe footing yet still feel way fearful unknown shaky uncertain,fear
10731,unwanted attention paid place work harrassment sexual harrassment another worker disgusted implications,anger
10732,eat plenty feel totally satisfied dont need understand works,joy
10733,want feel annoyed resentful angry fact already experience raising kids,anger
10734,ive never owned mac always used microsoft feel disillusioned way theyve managed roll glitches things working overall vista months starting become stable thanks update update,sadness
10735,feel time running bothered,anger
10736,feel accepted said panorma indonesia,love
10737,im making sort music feel useless,sadness
10738,feel thrilled move would hope eventually build superbike cbs sportsline irl expands races three,joy
10739,know already hurt feelings may lead violent reaction may turn bad outcome,anger
10740,started today feeling terrible,sadness
10741,feel like heart broke telling children continued,sadness
10742,feel welcomed loved,joy
10743,finally starting feel better darn frustrating,joy
10744,went home bar crashed waking morning feeling mostly fantastic,joy
10745,feel pretty body email usually contains oh pretty,joy
10746,know compare relationships feel disadvantaged kept kiddy,sadness
10747,find feeling agitated kids playing ask play way little,fear
10748,im also feeling bit homesick hard think ive spent long away home ive got short time get back,sadness
10749,feel uncertain better communicator,fear
10750,drive back begging feel little bit useful,joy
10751,drop class lose financial aid enough credits plus feel like quitter im stubborn,anger
10752,feel resentful toward wife weeks go without sex,anger
10753,im feeling virtuous come home hour yoga session sister whos yoga teacher,joy
10754,heard news grandfather died,sadness
10755,would gladly make morrow since feeling well,joy
10756,mean feel need cos get passionate belief matter unrealistic may,joy
10757,ive come realize need stop runnin away fears gotta stop bein confined wanting hide feeling need die instead stic vicious hell like ride,anger
10758,feel awkward laugh make mistakes open arms even though mine sometimes dangle sides hesitant,sadness
10759,didnt usually feel quite hated hour morning,sadness
10760,feel charming,joy
10761,id really hop quickly knew theyd cry yell didnt get quickly also knew scott feeling rotten,sadness
10762,feel horny naughty dressed like tgirl cock getting real work continue admire,love
10763,repeat life try take control life work feel afraid control,fear
10764,make jokes happy get rid school year feel incredibly vulnerable sharing others,fear
10765,always feel accessories important part outfit really pull together ive tried choose jewellery adds little bit sparkle outfits without face,joy
10766,definitely know feels think whoever beloved doesnt deserve,love
10767,havent felt like real good feeling welcomed open arms,joy
10768,lived someone living lie keep dark feeding lies faking feelings id ignorantly complacent longer convenient,joy
10769,forgive accepted allowed feel terrified move speak scream sleep paralysis,fear
10770,im really excited feel gloomy also weather,sadness
10771,im feeling regretful writing back felt exact things would also loved read letters,sadness
10772,im feeling deeply overwhelmed ordinary tasks,fear
10773,always thought loving someone greatest feeling realized loving friend even better,love
10774,attribute feeling melancholy bloody,sadness
10775,sit one rocking chairs let head clear seldom gotten alone time listen sound birds barking squirrels feel air shift pleasant chill,joy
10776,feel though class still useful end owning business spread word business trying sell get done,joy
10777,think main benefit wets surface giving even earliest strokes something play also helps get ass deep end pool feeling hesitant begin,fear
10778,feel specially fond,love
10779,could almost feel flames singed tortured frail delicate body leaving nothing behind foul smelling concoction wood burnt flesh,fear
10780,guess im feeling useless pointless,sadness
10781,feel cute sexy sheer feel naked,joy
10782,feel ashamed lack empathy times,sadness
10783,feel absolutely longing patch dirt dead stranger related blood happened birthed,love
10784,suppose feel terrified,fear
10785,feel miserable,sadness
10786,good person feel acceptable somehow normal,joy
10787,blessed feel blessed able share creations,joy
10788,need feel beaten,sadness
10789,ive feeling pretty punished lately,sadness
10790,didnt want part group feel accepted,love
10791,go shopping feel like julia roberts pretty woman,joy
10792,feeling quite pleasant,joy
10793,feel honoured great work experience able determine graduating,joy
10794,catapulted back feeling terrified people awhile,fear
10795,following blog feel like ive gotten know real filtered version fake internet persona youd like,sadness
10796,comforted knowing use gun protection put behind bars using feel threatened,fear
10797,feeling really lousy take diy therapy chart look emotion experiencing,sadness
10798,feel physically beaten exhausted,sadness
10799,head relates workplace irritable someone tiny bit lower status response someone higher making feel momentarily pressured,fear
10800,feel frightened small things,fear
10801,feeling took much time kuya buddy kuya angee supportive way,love
10802,sigh say im tired feeling needy,sadness
10803,usually blog feeling way actually curious see put words,surprise
10804,feel ignored,sadness
10805,usually buy makes feel especially virtuous go homemade route ice cream,joy
10806,feel anything strange tugging relieved say least,fear
10807,fluffed girly stuff like feeling treasured stuff,love
10808,feel loyal staff fault,love
10809,cried walking home bar feeling though completely ruining carefree mood later night back old apartment best friend everything seemed come crashing fun,joy
10810,feel moon guy liked started class cbc read href http jazzyboy,love
10811,feel pretty terrified letting good people kind enough support work,fear
10812,im feeling say useless says fucker messed head,sadness
10813,feel spiteful towards people sometimes way look makes want hurt,anger
10814,im low much dreaded lowests feeling zap strain fabulous last week,joy
10815,come back village last christmas,sadness
10816,planning im feeling really bad,sadness
10817,im feeling today liked books read made list tomorrow would different,love
10818,feel brave rare golden,joy
10819,tired feeling useless tired feeling uninteresting funny smart beautiful important,sadness
10820,feel one many standouts feist dare say masterpiece album reminder broke usual barrier audience performer,sadness
10821,get feeling facebook looking ways get popular,joy
10822,feel like im living life romantic teen movies watch,love
10823,feel inadequate almost everything,sadness
10824,im still feeling bit grouchy,anger
10825,measuring week big enough make feel lousy,sadness
10826,think talking lawyer finishing feel anxious,fear
10827,feel remorseful day shits said,sadness
10828,feel bit sentimental,sadness
10829,hope excitement feel learning today continues throughout life smart silly sensitive creative young girl grows smart silly sensitive creative young woman,joy
10830,feel peaceful calm come,joy
10831,tested tried feel confident making bold statements effectiveness methods reveal,joy
10832,sat feelings bit longer lord showed really cool truths want share fear man snare whoever trusts lord kept safe,joy
10833,feel insecure time,fear
10834,know love struggle feeling content balanced,joy
10835,feel shitty wearing,sadness
10836,feeling really shitty invaded disrespected even one actors victims,sadness
10837,thought good idea gave time recover feeling nervous overwhelmed also gave opportunity make escape felt inclined,fear
10838,need know thoughts feelings casual play anymore anyway,joy
10839,feel agitated thinking mother supposedly hidden msg,fear
10840,feel sort numb,sadness
10841,still feel annoyed older sd always sick something mean always,anger
10842,feel bit foolish even bothering post anything fridays,sadness
10843,sat room listening everyone outside beach feel inspired,joy
10844,feel extremely drained energy,sadness
10845,seem lost sense direction feel doomed get crappy education dead end job used feel destined shine,sadness
10846,could feel accepted,joy
10847,feel ignored even ignoring something asked specifically,sadness
10848,walked feeling assured could really happen,joy
10849,feel horrible say right often,sadness
10850,forget im supposed sad single stressed work smile feel peaceful,joy
10851,want see put effort making happy special making feel assured,joy
10852,started feeling joyful could push comments heart live joyfully,joy
10853,anyone feel comfortable enough walk tell whole legitimate rather illegitimate depending subject truth,joy
10854,went exam could feel heart sink unsure answer flip flop decision random guess,fear
10855,lacking sleep bit also feel like blank sheet paper front many areas church life,sadness
10856,bit bouncier usual didnt feel grouchy everything normal,anger
10857,really didnt feel much despite terrific acting,joy
10858,feel vulnerable people,fear
10859,love midcentury design vintage feel think going perfect paired current dresser right white may red get hands,joy
10860,still feel pressure make sure excited santa brings,joy
10861,feel inadequate physically,sadness
10862,miss feel one person ignored,sadness
10863,get desk nine feeling exhausted tired grumpy come home rush list get angry havent finished,sadness
10864,odd realization week battled feeling completely gloomy,sadness
10865,ive quite confident believe whole life occasionally whelming feeling uncertainty truly shaken core,fear
10866,get feeling relationship would sarcastic sweet sure,anger
10867,understand time belts must tightened truly feel worthwhile cost effective use federal dollars would much rather see face budget cuts total eradication,joy
10868,feel lost days,sadness
10869,use envision would work long thick lashes strong feeling would provide perfect amount lift definition separation,joy
10870,playing friends decided splash sand car moving nearby driver got angry came report parents,fear
10871,feel like little distracted lately,anger
10872,even able keep touch people still ask feel life boring nothing new,sadness
10873,could even think said uh well days feel like im tortured want pull hair scream guess,anger
10874,feel like someone literally drained energy body,sadness
10875,feel horrible want throw towel give,sadness
10876,feel like artistic block right artwork looks stiff forced happens,joy
10877,ive found make simple mistake really screw feel foolish guilty like never,sadness
10878,got feeling horny morning,love
10879,feel useless feel like dealt ages ago,sadness
10880,feel nervous think going australia though feel exited time,fear
10881,feel satisfied able translate funny idea brain,joy
10882,still feel days precious commodities dissolving away never seen like frosty ice cube melting glaring afternoon sun,joy
10883,love feel feel satisfied without feeling bloated lethargic,joy
10884,feel amazingly blessed children able take part,joy
10885,think im breathing every breath feels lively full,joy
10886,feeling stressed days,anger
10887,feel suffering bad case want nap,sadness
10888,understand people nice feel isolated alone think life worth anymore,sadness
10889,feel pissed,anger
10890,feel devastated mother whose fraud ex husband abducted daughter headed hinterlands gaige keeps us totally inside narrator head difficult feel sympathy,sadness
10891,feel sort foolish actually easy asking made complete sense got bind neck work shoulders separately hence need two balls yarn,sadness
10892,feel reassured well get much love wonder ever worried,joy
10893,sure everyone us felt feeling least us might get agitated easily,anger
10894,im supposed excited tattoo today instead im feeling pissed,anger
10895,feel peaceful around,joy
10896,im sure shes done writing tonight past amount moment go bed feeling triumphant also happy knowledge havent given writing absolute utter crap yet story progressing nicely,joy
10897,began feel strange thought comes,fear
10898,take anymore wanted lock room deal ways may feel passionate taking photos,love
10899,want see feels something feel obnoxious,anger
10900,feel helpless make real difference,sadness
10901,feel helpless scared things cant describe never thought control freak im recognizing feeding feelings way control something midst chaos,sadness
10902,im going birth baby feels shaky,fear
10903,left feeling dull come ideas,sadness
10904,love feeling carrying arms looking sweet sleeping face,joy
10905,feel strange sense achievement scraped every nook cranny shells juicy morsels,fear
10906,always feel flattered another amazing blogger asks share little world blog goes,surprise
10907,would feel disheartened would go cardio another hour achieve calories,sadness
10908,feeling bit shaky bit centre think worrying things control,fear
10909,respond trying trap one make feel burdened upon threatened opinion,sadness
10910,feeling little longing paris week every artist,love
10911,feeling nervous seemed calm collected,fear
10912,always feel like love annoy us especially something dont like disturbed anybody,sadness
10913,feel like worthless ugly fat unattractive piece shit,sadness
10914,get feel betrayed hurt,sadness
10915,ever feel mentally peaceful calm balanced,joy
10916,im feeling little melancholy listen song,sadness
10917,feel took lot guts part admired,love
10918,ive also discovered feel less agitated caffeine cravings coping method unnecessary huge,fear
10919,feel cold spots,anger
10920,know people since resident room treat way feel angered,anger
10921,feel eager tell guys happened days,joy
10922,available going day need feel useful maybe still contribute time part time dont want let anyone,joy
10923,feel like every day special unique,joy
10924,feel like harry potter fan trying read casual vacancy,joy
10925,could feel sciatica aching feet swinging gas brakes pedals,sadness
10926,know never say act way reality feel financially feel disheartened car,sadness
10927,im feeling positive today tired im going make sure im good diet exercise,joy
10928,think makes feel like heir incredibly rich diverse legacy stories experiences,joy
10929,feel like making stubborn battle wills,anger
10930,feel safe warm lots sunshine think get complacent,joy
10931,happy yet feel enraged,anger
10932,want run somewhere feel safe,joy
10933,sometimes feel shitty guilty buying without actively making choices normative get terms fashion blogosphere,sadness
10934,feel little brave venture comfort zone kitchen,joy
10935,feel safe say send first v v matter end year,joy
10936,still feeling cold swim doesnt really count one earlier,anger
10937,dont think touched penis remember feeling helpless trust violated,sadness
10938,im feeling gloomy today,sadness
10939,loved still small enough ask help feel safe,joy
10940,feel sorry guys,sadness
10941,feel fabulous apple flavor gets kicked side pumpkin,joy
10942,feel like got sweet spot everyone realizes messed everything really,love
10943,feel lot things need want must always somehow got distracted got call crol tl told couldnt join per going doc,anger
10944,leave sooner ill feel better,joy
10945,know pleasant feel selfish saying think would fallen apart,anger
10946,feel like skews kids idea cute adorable encourages annoying behaviors,joy
10947,feel like shouldnt even bothered,anger
10948,feel grits even polenta unfortunate fate corn,sadness
10949,dont know one feeling feel isolated twitter well nobody isolating felt like among convos together im one keep talking happy drama ive following updating new episode,sadness
10950,mean guess creativity could even broad categorie beauty fits talk beauty since something feel passionate,love
10951,know feel unsuccessful way come back make right decision would come back win super bowl,sadness
10952,ive test tried dropping nothing happened supposed something happened phone would feel fucked,anger
10953,got feeling however still popular songs,joy
10954,feeling generous saturday morning told go ahead plan stand made enough money id take theater see movie,love
10955,get williams imping artists still feel distraction clever murder mystery plot decent hook turns wholly unsurprising,joy
10956,definitely feel poems conversation nature poetry way rebellious activist might conversation government official,anger
10957,really feel unhappy,sadness
10958,feel place well,joy
10959,feel like awful mommy,sadness
10960,im feeling really annoyed,anger
10961,cant abide political mess country though feel equally enraged state uk politics,anger
10962,feel like moronic naive individual face planet right,sadness
10963,feel ecstatic see,joy
10964,felt completely belonged feel shy frightened,fear
10965,woke feeling grumpy tired unhappy plain sick things,anger
10966,feel like self promotion truly caring greater good,love
10967,know feels read someone suffering pain mentally,sadness
10968,see lovers feel envious want someone,anger
10969,spent day laughing much feel jaw aching exercises stretches made,sadness
10970,im feeling slightly intimidated,fear
10971,feeling though something worthwhile rewarding dont feel need stay home hide laptop much,joy
10972,find lately feeling like shitty wife mom,sadness
10973,fear suffer depression people care feel inhibited going hard times,sadness
10974,feel like obnoxious posting every three seconds,anger
10975,feel like relationship seemed little rushed though,anger
10976,cant help feel skeptical whole thing,fear
10977,cant help feeling curious know ive heard,surprise
10978,baffled hurt feel assaulted unsafe,fear
10979,understand feel bit disturbed unsure point,sadness
10980,feel exuberance upon accepted feel pain upon rejected,joy
10981,feel like ive ever perfectly captured beauty perfect girl,joy
10982,feel like im hot yoga class benefits,love
10983,need feel rich,joy
10984,got sexy latex outfit lucky chair made feel naughty hair called hungover free href https marketplace,love
10985,wanna talk tell sycf stands singapore youth chinese forum btw although theres singapore word inside feel like minority p ok thats beside point,joy
10986,remember getting text feeling heartbroken,sadness
10987,feel like supporting local indie businesses extra important since run one,love
10988,love feeling productive getting things cleaned sorted,joy
10989,feel contented sitting beside without even uttering single word,joy
10990,feel edmontonians superior residents major city ask keeps living despite obvious hatred climate year response family friends,joy
10991,feel like missed precious summer,sadness
10992,going print refer often feel things arent pleasant remember moment live make,joy
10993,feeling embarrassed body take son local pool think poor woman rock scandalous piece swimwear available,sadness
10994,im feeling like truthful,joy
10995,needed feel rebellious,anger
10996,definitely feeling festive paint nails little bit christmassy weekend,joy
10997,told ok feel way feeling always many fond memories little house since first home,love
10998,also like listen jazz whilst painting makes feel artistic ambitious actually look rainbow,joy
10999,cant really describe feeling except say incredibly burdened,sadness
11000,feel exhausted writing,sadness
11001,im feeling little regretful itll pass thats happens regret,sadness
11002,feel stressed frequently,anger
11003,feel awkwardness weird kind tension,fear
11004,know ended big giveaway muse im still feeling quite generous,love
11005,love getting decorations feeling festive happy put away,joy
11006,point things make clear went film best intentions left feeling irritated confused wore,anger
11007,feel heartbroken confused blah blah blah,sadness
11008,guess could say loner feel lonely crowed room boring people feel,sadness
11009,feel like valuable person,joy
11010,usually start feeling anxious,fear
11011,thankful opportunity help others feel better grateful help educate others achieve goals well,joy
11012,wake feeling fearful helpless,fear
11013,cant escape tears sadness true grief feel loss sweet friend sister,love
11014,im feeling craving theres always tender morsel song ready appease appetite,love
11015,feel resentful always putting effort ever receiving,anger
11016,actually like things clean like messy first feel rebellious,anger
11017,done quite bit traveling together know keep laughing feeling defeated stressed addition audie mona multiplied laughter,sadness
11018,yearn feel vulnerable,fear
11019,feel heartbroken worried wicked headache,sadness
11020,get tired pretending everything great granted things pretty good yet feeling discontent,sadness
11021,miss feeling feeling amazing,surprise
11022,got feel lovely weight,love
11023,im back feeling fine running,joy
11024,feeling pretty satisfied everything eating fairly well also,joy
11025,suppose felt odd different liked feel accepted even superficial level hour two,love
11026,cry ever actually rarely cry sometimes get heart pain men general feeling damaged somehow one likes maybe,sadness
11027,feeling terrific amazed need binge abated lost weight without even trying,joy
11028,come feel assured part power greatest interest,joy
11029,im sure always feel reluctant write nutrition health posts decided days,fear
11030,feel groggy disoriented,sadness
11031,know feel offended,anger
11032,read experienced going vegetarian vegan meat eater toxins leave body make feel irritable grumpy,anger
11033,im still feeling bit drained,sadness
11034,im feeling romantic towards another relative friend coworker,love
11035,actually answered pathetic fucking e mails thats fucking easy call andintrupte wonderful fucking day trad trash fuck slave felt feeling come bagan shiver shaken fear,fear
11036,subconsciously feel little bashful display nakedness front watching maid wipe windows outside room actually shadow behind drawn curtains,fear
11037,feel like bitchy selfish idiot,anger
11038,im feeling fucked ive ever nothing school work,anger
11039,recovering umlungu addicted feeling superior,joy
11040,feel disadvantaged jealous without things feel empowered instead,sadness
11041,feel damn lame hahahahahha,sadness
11042,also feel fairly confident made realization realization made help dr,joy
11043,suggesting create happy environment live partner man feel like feelings important,joy
11044,wanted world feel strange,fear
11045,im feeling particularly awful language learning capabilities week,sadness
11046,love able say feel love complacent spot,joy
11047,feel like professors arent supportive students get things done prepared early,love
11048,times feel insecure,fear
11049,get one feel like need either even things immediately giving one back make things even less even using comeback insulted,anger
11050,ive honestly self indulgent rather reckless consumption caffeine cigarettes junk food combined dangerous ingredient freezing weather caused feel lethargic fat unfit,sadness
11051,feeling super lazy screenshots guide today p hence read carefully proceed,joy
11052,feel stressed intention remain control feelings,anger
11053,left feeling slightly dazed confused disappointed,surprise
11054,im feeling bit uncertain whole poem think remain,fear
11055,went bed one night stomach knots woke next day feeling fantastic,joy
11056,feel recipe theme intelligent cook play time variation,joy
11057,feel something inside something delicate peaceful unfurling inside chest,love
11058,wonder feel like reluctant leaders,fear
11059,see thin friend struggling gain weight eating lot rubbish food everyday see fat friend laughed see feeling ashamed way looks,sadness
11060,think make overall pleasant experience read better wifi accessibility better fitness facilities better overall quality life cant shake feeling im still really something supporting warfighter,joy
11061,im feeling stressed bad day take walk run,anger
11062,let fingers stroke across chest heart marveling feel terrified step far,fear
11063,walked around yard even got waterside lake live couldnt feel fingers cold,anger
11064,must unable contain expression immediately offered string reasons words ranging inadequate computer computer difficulty using said computer feeling inhibited writing much computer fear losing,sadness
11065,im starting feel fake,sadness
11066,bought three books feeling disillusioned one id brought glasgow,sadness
11067,feel like vile thing brooding gnawing deeper spirit,anger
11068,feel stressed anxious worked tired weak,sadness
11069,mentioned post colors pretty feel uncomfortable eyes,fear
11070,sitting front mac feeling carefree felt months,joy
11071,im feeling bitchy saturday,anger
11072,subject unfair treatment working group,anger
11073,begin feeling dull throbbing pain forefoot done running pain lateral area foot broken,sadness
11074,began feel shaken badly would never repaired,fear
11075,feel strangely tranquil happy,joy
11076,im sure person complex set reasons leaving chalking one reason feeling like hated academia probably little simple,anger
11077,guess boys feeling shy sick honestly could use help,fear
11078,refuse allow wonderful feeling disturbed crazy,sadness
11079,eat soup drink tea wear sweaters still feel pleasant go outside,joy
11080,feel neurotic sometimes usually even know dont something etc,fear
11081,feel cool newbie leave note,joy
11082,know theres saying tell someone feel things change blink eye something along lines although thats sweet easy say things like really easy say person,love
11083,guess feel irritated great music gets ignored even necessary,anger
11084,usually feel suspicious guilty considering little work day,fear
11085,feel frantic controlling message wary others readings fearful meaning might find create performance,fear
11086,read new risen throne said cold amp desolate soundscapes leave feeling utterly scared amp alone yes,fear
11087,enjoyed today hes darling long time since ive backed horse admit feeling little hesitant go,fear
11088,feel useful tool couples quest start family,joy
11089,im feeling pretty rebellious right im writing engineering class,anger
11090,feel pissed bite fucking tree log,anger
11091,think fun thought would granted feel like suffering bit food detoxing time feel like finally making serious changes healthy alone really awesome feeling,sadness
11092,feel craving get excited sometimes feels like thing make feel better,joy
11093,try stuff wildly feeling heart messy insides safely politely back belong instead im like scarecrow wizard oz anxious undone,sadness
11094,stepped outside house feeling glad home,joy
11095,im feel train vain describe ex girlfriend boyfriend cool confusion describe current girlfriend boyfriend whats name,sadness
11096,know two us feeling somewhat sorry thought might drown sorrows little salt vinegar lot batter lard,sadness
11097,feel like spend time thinking analyzing pretty much everything,joy
11098,throes brought edge felt feeling submissive ownership emotions building,sadness
11099,would feel strange describing anyone interested let know add,fear
11100,im particularly feeling pressured act behave ways culturally accepted expected,fear
11101,feel pretty,joy
11102,feeling pretty shitty maybe tell kiss ass,sadness
11103,apply everyday even wearing make makes feel much confident,joy
11104,feel ashamed,sadness
11105,im feeling ive resolved live life love miracles,joy
11106,going add photos today thank dear support feeling overwhelmed different moments,fear
11107,feel sarcastic poetry coming,anger
11108,im trying standby mother follow heart makes feel like vain sometimes,sadness
11109,feel badly ability thrilled seeing something like pegged point,joy
11110,feel like getting fucked,anger
11111,feel pinging brain pleasant,joy
11112,completely savouring every moment feeling single carefree unbound,joy
11113,feel ashamed thing bible taught,sadness
11114,cannot stop listening feel cool thing album embossed feather cover know cannot see picture thanks camera,joy
11115,want right way oh orihime whispered back feeling reassured sincerity,joy
11116,even go subjects interesting anyway relating personally example used imaginary names protect friend family identity please feel offended u see name,anger
11117,teacher blunt relation child child upset arriving home,anger
11118,feel like didnt seem energetic happy even assistant bit washed hair dry cut pretty rough like wanted quickly get,joy
11119,im feeling lucky search means spend less time searching web pages time looking,joy
11120,feel really wonderful blessings,joy
11121,waiting hour strength training would feel really listless,sadness
11122,didnt feel thrilled let alone excited,joy
11123,im unemployed feel free offer job dir ltr href http henypire,joy
11124,dont know strength tackle honestly feels pretty overwhelming point,joy
11125,came review however im entirely sure leaves feeling somewhat dissatisfied bit brassed didnt happen,anger
11126,know effects day day happenings serenity subtle times end feeling irritable discontent without knowing,anger
11127,want home filled spirit contention want place children always feel spirit feel peaceful feel loved,joy
11128,feeling horny decide give double header long wet sloppy blowjob,love
11129,ive never made anything book look quite scary complicated feeling brave,joy
11130,feel passionate want spend life,love
11131,feel need reach see fabulous plans igniting brand influence summer,joy
11132,feel ecstatic every time perfect water sport,joy
11133,feel fabulous stage marketing videos every day life also,joy
11134,feel unwelcome home mine,sadness
11135,feel glad stress went making sterile sky spending nine months senegal writing non stopped facing initial rejections home farafina cassava republic rejected manuscript burdening friends manuscript vain,joy
11136,feel something like vain could raise score years,sadness
11137,feel like say something im shocked silence,surprise
11138,feel neglectful lj,sadness
11139,feeling dissatisfied anxious self imposed weekly deadline,anger
11140,say giving sweet little feeling fucked,anger
11141,go modes want write feel disgusted write,anger
11142,feel like pressured anything feel like making love husband connection assaults rapes,fear
11143,admit feeling skeptical,fear
11144,already feeling festive,joy
11145,pleading people feeling distraught dont hear,fear
